id,url,description,title,overview,items,amenities
id,url,description,title,overview,items,amenities
1680308060362414103,https://fr.airbnb.com/rooms/1680308060362414103,"T2 moderne de 40 m², entièrement rénové, lumineux et exposé sud.<br />1 chambre avec lit double + canapé-lit dans le salon (3 pers max).<br /><br />WiFi fibre rapide, climatisation, TV IPTV avec films & séries, espace de travail, cuisine équipée, lave-linge.<br /><br />Situé au 2ᵉ étage à Bourgogne, proche Zerktouni, Mosquée Hassan II, Corniche et Marina Mall.<br />À 8 min en taxi de la gare Casa Port et 40 min de l’aéroport principal de Casablanca.<br />Central tout en restant calme.",T2 Moderne Bourgogne • Fibre • AC • Calme,"Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision', 'Livres et de quoi lire']}, {'Chauffage et climatisation': ['Climatisation', ""Chauffage d'appoint""]}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz Other en acier inoxydable', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: cafetière filtre', 'Verres à vin', 'Table à manger', 'Café']}, {'Services': ['Arrivée autonome', 'Boîte à clé sécurisée']}]"
id,url,description,title,overview,items,amenities
1753830966704201028,https://fr.airbnb.com/rooms/1753830966704201028,"Un studio calme et élégant dans une résidence sécurisée avec concierge 24h/24. Calme, sûr et confortable, avec une arrivée autonome rapide : vous êtes à l'intérieur quelques minutes après votre arrivée.<br /><br />L'ensemble du logement est à vous : lit de style hôtel avec surmatelas haut de gamme, climatisation puissante, connexion Wi-Fi rapide, télévision connectée avec Netflix et cuisine ouverte entièrement équipée. Un lieu paisible pour les couples, les voyageurs en solo et les séjours d'affaires à Casablanca.",Studio élégant avec climatisation · Près de Casa Port et de la médina,"Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: armoire']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Four', 'Cafetière', 'Table à manger']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': [""Mobilier d'extérieur""]}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur']}, {'Services': ['Dépôt de bagages autorisé', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage disponible de 10:00 à 15:00, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,title,description,overview,items,amenities
1373888576790565382,https://fr.airbnb.com/rooms/1373888576790565382,Moderne et confortable 1BR |5 min de CFC|Lumineux+Parking+WiFi,"Bienvenue chez Modern & Cosy Condos ✨<br />Appartement 1 chambre situé au 1er étage sur la rue des Mouettes, quartier Beauséjour 📍<br />À seulement 5 minutes de Casablanca Finance City<br />Calme, propre et agréable 🌿<br />Lit queen size, salon confortable avec Smart TV 📺<br />Cuisine entièrement équipée 🍽️<br />Fibre optique ⚡️, parking sécurisé 🚗 et laverie dans la résidence 🧺","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge (Gratuit) dans le bâtiment', 'Sèche-linge (Gratuit) dans le bâtiment', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Famille': ['Lit parapluie\xa0: disponible sur demande']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi rapide (73\xa0Mbit/s)', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière électrique', 'Four double en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Laverie automatique à proximité']}, {'Parking et installations': ['Stationnement gratuit dans un garage sur place', 'Ascenseur', 'Salle de sport']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage disponible de 12:00 à 15:30, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,title,description,overview,items,amenities
1731921609761566498,https://fr.airbnb.com/rooms/1731921609761566498,Studio familial à Casablanca,Profitez d'un logement élégant et central.,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', 'Studio', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Détecteur de monoxyde de carbone']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur']}, {'Parking et installations': ['Stationnement gratuit sur place']}]"
id,url,description,title,overview,items,amenities
958615502466785937,https://fr.airbnb.com/rooms/958615502466785937,"illys de B living affiche un style résolument unique.<br />Appartement  haut standing calme parfaitement équipé, une très belle terrasse avec jacuzzi privé froid ou chaud, un endroit idéal pour séjourner et visiter Casablanca.<br />tout à été fait pour passer un séjour de rêve.",Cosy/Lux/Unique/Jacuzzi/Parking/,"Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1,5\xa0salles de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': [""Lave-linge\xa0: dans l'immeuble"", ""Sèche-linge\xa0: dans l'immeuble"", 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Coffre-fort', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'TV HD avec Netflix, abonnement standard au câble']}, {'Famille': ['Lit pour bébé\xa0: disponible sur demande']}, {'Chauffage et climatisation': ['Climatisation centrale', 'Chauffage central']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière électrique', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Grille-pain', 'Blender', 'Table à manger', 'Machine à pain']}, {'Extérieur': ['Privé\xa0: patio ou balcon', 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit dans un garage sur place', ""Jacuzzi privé\xa0: disponible toute l'année, ouverture 24h/24"", 'Ascenseur']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée']}]"
id,url,title,description,overview,items,amenities
1688567535980599376,https://fr.airbnb.com/rooms/1688567535980599376,Parking sous sol studio climatisé 5 minutes maarif,"Studio moderne et climatisé situé en plein centre-ville de Casablanca, à seulement 5 minutes du quartier Maarif. Idéal pour un séjour confortable, il dispose d’un parking sécurisé en sous-sol, d’un espace lumineux et bien aménagé, ainsi que de toutes les commodités nécessaires. Proche des commerces, restaurants et transports, ce studio offre un emplacement parfait pour les voyageurs d’affaires ou de loisirs.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Fer à repasser', 'Espace de rangement pour les vêtements\xa0: dressing']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage central']}, {'Sécurité à la maison': ['Trousse de premiers secours']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Congélateur', 'Cuisinière Other', 'Four', 'Cafetière', 'Blender', 'Café']}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Services': ['Animaux acceptés']}]"
id,url,description,title,overview,items,amenities
1238992013704462253,https://fr.airbnb.com/rooms/1238992013704462253,"Découvrez Casablanca depuis notre appartement idéalement situé en plein cœur de la ville. Doté d'une chambre confortable, d'un salon convivial et d'une cuisine ouverte, c'est l'endroit parfait pour une escapade citadine. Profitez du balcon privé sans vis-à-vis, d’un intérieur chaleureux et d’une décoration élégante. Une place de garage.<br />Réservez dès aujourd’hui pour une expérience authentique à Casablanca !<br /><br />Une chambre  avec un lit queen size et accès direct à un balcon charmant.",Suite LH | Séjour de luxe – Twin Center,"Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Baignoire', 'Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Coffre-fort', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', 'Système audio']}, {'Famille': ['Lit pour bébé', 'Lit parapluie\xa0: disponible sur demande']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Plaques de cuisson', 'Blender', 'Cuiseur à riz', 'Compacteur de déchets', 'Table à manger', 'Café']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur', 'Stationnement payant sur place']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage disponible de 11:30 à 15:30, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,description,title,overview,items,amenities
1676343304398296217,https://fr.airbnb.com/rooms/1676343304398296217,"Profitez d’un studio élégant à  CFC, idéal pour les séjours business ou détente.<br />Entièrement équipé pour votre confort : Wi-Fi, cuisine fonctionnelle, literie de qualité et espace de travail.<br />Vous bénéficiez également d’un accès à des prestations premium comme une salle de sport et un espace coworking, parfait pour allier travail et bien-être.<br />Situé dans un quartier calme à proximité des restaurants et centres d’affaires, ce studio est le choix idéal pour un séjour confortable à Casablanca.",Studio confortable à CFC + salle de sport et espace de coworking,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Chambre et linge': ['Lave-linge']}, {'Divertissement': ['Télévision', 'Appareils de fitness']}, {'Chauffage et climatisation': ['Climatisation']}, {'Sécurité à la maison': ['Extincteur']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine']}, {'Parking et installations': ['Stationnement gratuit sur place']}]"
id,url,title,description,overview,items,amenities
1193278912228174979,https://fr.airbnb.com/rooms/1193278912228174979,La Cachette du Cerf – Oasis avec Jacuzzi privé,"Vivez un séjour unique à La Cachette du Cerf, un logement élégant au style naturel mêlant touches rustiques et modernes. Profitez de la terrasse privée avec jacuzzi, votre oasis intime pour des moments de détente sous le ciel bleu. Confort, ambiance chaleureuse et tranquillité se conjuguent pour vous offrir une expérience exceptionnelle.","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge (Gratuit) dans le logement', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'TV HD avec Netflix, abonnement standard au câble, Chromecast', 'Pièce à thème']}, {'Famille': ['Lit parapluie\xa0: disponible sur demande']}, {'Chauffage et climatisation': ['Climatisation\xa0: système split sans évacuation', 'Cheminée ou poêle (intérieur)\xa0: à éthanol', 'Chauffage\xa0: système split sans évacuation']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz Other', 'Four Double', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Blender', 'Table à manger', 'Café']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'Stationnement gratuit dans la rue', 'Jacuzzi privé\xa0: disponible à certaines périodes', 'Ascenseur']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage disponible 4\xa0heures par jour, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,description,title,overview,items,amenities
1500880588633650014,https://fr.airbnb.com/rooms/1500880588633650014,"Studio cosy à Palmier avec magnifique terrasse végétalisée.<br />Profitez d’un espace moderne, lumineux et bien équipé : cuisine fonctionnelle, Wi-Fi haut débit et climatisation. Idéal pour se détendre, travailler ou explorer Casablanca. Emplacement parfait à proximité de Bd Abdelmoumen, proche des commerces, restaurants et transports(tramway et taxi).","Studio D, à 2 km du stade Mohammed V de Casablanca","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps panthen ', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage central']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière électrique Other', 'Four en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Compacteur de déchets', 'Café']}, {'Extérieur': ['Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Logement fumeur', 'Arrivée autonome', 'Serrure numérique']}]"
id,url,title,description,overview,items,amenities
1597762128472831783,https://fr.airbnb.com/rooms/1597762128472831783,LH Suites · Confort premium à Oasis Palms,"Bienvenue à Oasis Palms Studio, un élégant appartement de 80 m² avec balcon, niché dans l'un des quartiers les plus prisés de Casablanca. Sa localisation stratégique vous place à proximité immédiate de toutes les commodités essentielles : gare, restaurants, supermarchés, bars, pharmacies et cliniques.<br />Ce studio allie confort et sérénité. Que ce soit pour un séjour d'affaires ou des vacances, Oasis Palms Studio peut accueillir jusqu'à trois personnes et promet une expérience inoubliable.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision', 'Appareils de fitness']}, {'Famille': ['Lit parapluie', 'Grilles de fenêtre']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière électrique Other', 'Bouilloire électrique', 'Verres à vin', 'Grille-pain', 'Blender', 'Compacteur de déchets', 'Café']}, {'Extérieur': [""Mobilier d'extérieur""]}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur', 'Salle de sport', 'Résidence protégée']}, {'Services': ['Dépôt de bagages autorisé', 'Séjours longue durée autorisés', 'Service de ménage disponible 14\xa0heures par jour, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,title,description,overview,items,amenities
555968749774857945,https://fr.airbnb.com/rooms/555968749774857945,Chambre privée proche de l’aéroport Mohammed V,"Chambre privée avec une belle terrasse, douche, un espace de travail et un placard, <br /><br />Qui fait partie d’une maison moderne, avec un style 100% marocain, qui contient un petit jardin équipé d’une table.","Chambre · Deroua, Maroc","['1 lit simple', 'Salle de bain privée attenante']","[{'Vues panoramiques': ['Vue sur le jardin', 'Vue sur la cour']}, {'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Savon pour le corps', 'Douche extérieure', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge (Gratuit) dans le bâtiment', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Moustiquaire', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision']}, {'Vie privée et sécurité': ['Serrure ou verrou sur la porte de la chambre', 'Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Vaisselle et couverts', 'Cafetière', 'Table à manger', 'Café']}, {'Extérieur': ['Patio ou balcon', 'Jardin', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'Stationnement gratuit dans la rue']}, {'Services': ['Animaux acceptés', ""Clés remises par l'hôte""]}]"
id,url,description,title,overview,items,amenities
1730611163362916016,https://fr.airbnb.com/rooms/1730611163362916016,"Bienvenue dans mon appartement, à quelques minutes de l'aéroport. L'appartement est situé dans l'une des meilleures résidences de la région, construite par Glorious, connue pour sa propreté, sa qualité et son design moderne. Vous pourrez profiter d'espaces verts privés, de terrains de jeux pour enfants, de terrains de football, d'une piscine de haut standing, d'une salle de sport et de belles forêts d'eucalyptus à proximité pour des promenades relaxantes dans la nature. C'est un endroit parfait pour se détendre dans un environnement calme tout en restant proche de Casablanca et de l'aéroport",Oasis moderne près de l'aéroport de Casablanca,"Logement entier : appartement - Nouaceur, Maroc","['3 voyageurs', '1 chambre', '1 lit', '2\xa0salles de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Produits de base', 'Cintres', 'Fer à repasser']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Cafetière']}, {'Extérieur': [""Mobilier d'extérieur""]}, {'Parking et installations': ['Stationnement gratuit sur place', 'Jacuzzi']}]"
id,url,title,description,overview,items,amenities
1710024676907935256,https://fr.airbnb.com/rooms/1710024676907935256,Appartement Oasis près de la gare,"Découvrez ce studio moderne et élégant au cœur de Casablanca, à seulement 2 min à pied de la gare Oasis et 1 min de la Clinique Akdital. Profitez d’un espace confortable, parfaitement équipé, proche des commerces, restaurants et transports. Idéal pour couples, voyageurs d’affaires, touristes ou séjours médicaux. Réservez dès maintenant et profitez d’un séjour pratique et agréable.<br />Parking sous-sol<br />Netflix<br />Self-checking<br />cuisine equipée","Logement entier : hébergement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage central']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz en acier inoxydable', 'Four simple en acier inoxydable', 'Verres à vin', 'Compacteur de déchets', 'Table à manger']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage disponible tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,description,title,overview,items,amenities
1713391926398831918,https://fr.airbnb.com/rooms/1713391926398831918,"Bienvenue dans votre deuxième maison, un lieu conçu pour vous apporter confort, tranquillité et un séjour inoubliable.",Le quartier de Limoun est proche de la pharmacie Amwaj de Sidi Rahal,"Logement entier : appartement - Sidi Rahhal Chataï, Maroc","['5 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Chambre et linge': ['Lave-linge']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {""Caractéristiques de l'emplacement"": ['Accès à la plage']}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Services': ['Logement fumeur']}]"
id,url,title,description,overview,items,amenities
1740860072659480100,https://fr.airbnb.com/rooms/1740860072659480100,"Moderne Luxure studio à Belvédère, Casablanca.","Parfait pour les couples (mariés) ou les voyageurs d'affaires. L’appartement dispose de Netflix, d’un balcon, d’une cuisine entièrement équipée et d’une connexion Wi-Fi haut débit.<br /><br />Situé à seulement 5 minutes de la gare de Casa-Voyageurs et à proximité du tramway, des restaurants et des commerces.<br /><br />Parfait pour un séjour confortable et pratique à Casablanca.","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Fer à repasser']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur']}, {'Parking et installations': ['Stationnement gratuit sur place']}]"
id,url,title,description,overview,items,amenities
1677903545055826297,https://fr.airbnb.com/rooms/1677903545055826297,Magnifique appartement avec piscines,"Offrez-vous une parenthèse au soleil dans ce chaleureux appartement en rez-de-jardin, au cœur d’une résidence sécurisée avec 3 piscines. À quelques minutes de la mer, profitez d’un cadre calme et confortable. Terrasse agréable, salon marocain spacieux, WiFi fibre haut débit, cuisine équipée, parking privé. Idéal en famille ou entre proches. Excellent rapport qualité/prix dans la zone — disponibilités limitées.","Logement entier : appartement - El Mansouria, Maroc","['7 voyageurs', '2 chambres', '3 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Douche extérieure']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place', 'Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {""Caractéristiques de l'emplacement"": ['Accès à la plage']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Piscine']}, {'Services': ['Logement fumeur', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
1406474871474930010,https://fr.airbnb.com/rooms/1406474871474930010,Rooftop Suite Marrakchi*Vue Panoramique*Centrale,"Charmant studio au cœur de Casablanca avec une vue dégagée et terrasse ensoleillée.<br />Idéalement situé en plein centre-ville de Casa, ce studio au 7ᵉ étage vous séduira par son ambiance chaleureuse et sa décoration raffinée inspirée du style merrakchi. Sans vis-à-vis, il offre une grande terrasse baignée de soleil toute la journée, parfaite pour se détendre ou partager un repas en plein air.<br />Le studio allie confort moderne et touches artisanales, créant un cocon accueillant en plein centre urbain.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing l’oréal', 'Savon pour le corps Marseillais ', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge\xa0: dans le logement', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation centrale']}, {'Sécurité à la maison': ['Extincteur']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Cuisinière électrique Other', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Plaques de cuisson', 'Table à manger', 'Machine à pain']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air', 'Chaises longues']}, {'Parking et installations': ['Ascenseur', 'Stationnement payant dans la rue']}, {'Services': ['Logement fumeur']}]"
id,url,title,description,overview,items,amenities
